Date,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (60% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [a]             IUMZICQ,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (75% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [b] [c] [a]             IUMBV34,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (85% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [a]             IUMZICR,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (90% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [c] [d] [a]             IUMB482,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (95% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [b] [a]             IUM2WTL,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 3 year (75% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [b] [d] [a]             IUMBV37,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 5 year (75% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [b] [d] [a]             IUMBV42,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 5 year (95% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [b] [d] [a]             IUM5WTL,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 10 year (75% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [b] [a]             IUMBV45,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (75% LTV) variable rate mortgage to households (in percent) not seasonally adjusted              [b] [e] [a]             IUMBV48,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (90% LTV) variable rate mortgage to households (in percent) not seasonally adjusted              [e] [a] [f]             IUMB479,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (95% LTV) variable rate mortgage to households (in percent) not seasonally adjusted              [g] [h] [a]             IUM2WDT,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling Lifetime Tracker mortgage to households (in percent) not seasonally adjusted              [b] [i] [d] [a]             IUMBV24,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling revert-to-rate mortgage to households (in percent) not seasonally adjusted              [b] [a]             IUMTLMV,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (75% LTV) buy to let fixed rate mortgage to households (in percent) not seasonally adjusted              [a]             IUMZID4,"Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling personal loan, £5K to households (in percent) not seasonally adjusted              [j] [a]             IUMBX67","Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling personal loan, £10K to households (in percent) not seasonally adjusted              [b] [j] [a]             IUMHPTL",Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling representative credit card lending to households (in percent) not seasonally adjusted              [b] [a]             IUMCCTL,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling overdrafts to households (in percent) not seasonally adjusted              [k] [a]             IUMODTL,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling instant access deposits including unconditional bonuses from households (in percent) not seasonally adjusted              [a]             IUMB6VJ,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling instant access deposits excluding unconditional bonuses from households (in percent) not seasonally adjusted              [a]             IUMB6VK,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling cash ISA deposits including unconditional bonuses from households (in percent) not seasonally adjusted              [d] [a]             IUMB6VL,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling cash ISA deposits excluding unconditional bonuses from households (in percent) not seasonally adjusted              [d] [a]             IUMB6VM,Monthly interest rate of UK MFIs (excl. Central Bank) sterling one year fixed rate cash ISA deposits including unconditional bonuses from households (in percent) not seasonally adjusted              [d] [a]             IUMB6VN,Monthly interest rate of UK MFIs (excl. Central Bank) sterling two year fixed rate cash ISA deposits including unconditional bonuses from households (in percent) not seasona              [a]             IUMZID2,Monthly interest rate of UK MFIs (excl. Central Bank) sterling one year fixed rate bond deposits including unconditional bonuses from households (in percent) not seasonally adjusted              [b] [l] [d] [a]             IUMWTFA,Monthly interest rate of UK MFIs (excl. Central Bank) sterling two year fixed rate bond deposits including unconditional bonuses from households (in percent) not seasonally              [d] [a]             IUMB6RH,Monthly interest rate of UK MFIs (excl. Central Bank) sterling three year fixed rate bond deposits including unconditional bonuses from households (in percent) not seasonally adjusted              [a]             IUMB6RI
30-Nov-25,3.91,4.06,4.23,4.49,4.91,4.02,4.07,4.82,4.52,4.27,4.73,5.12,..,6.81,3.53,10.36,6.5,24.65,34.5,2.2,2.09,1.87,1.85,4.02,3.8,3.75,3.75,3.81
31-Oct-25,4.03,4.2,4.3,4.57,5,4.19,4.17,4.89,4.57,4.27,4.74,5.11,..,6.81,3.74,10.51,6.52,24.65,34.5,2.23,2.11,1.89,1.86,4.03,3.82,3.79,3.77,3.83
30-Sep-25,4.03,4.19,4.32,4.58,5.03,4.18,4.16,4.9,4.54,4.26,4.74,5.14,..,6.8,3.7,10.74,6.57,24.65,34.53,2.26,2.14,2.04,2.03,3.97,3.79,3.79,3.76,3.83
31-Aug-25,3.93,4.1,4.21,4.55,5,4.1,4.11,4.86,4.46,4.35,4.82,5.24,..,6.89,3.64,10.81,6.63,24.65,34.55,2.27,2.19,1.87,1.86,3.94,3.82,3.8,3.76,3.83
31-Jul-25,4.02,4.21,4.28,4.62,5.05,4.18,4.15,4.88,4.47,4.51,4.97,5.19,..,6.99,3.8,10.82,6.66,24.65,34.57,2.34,2.24,1.75,1.74,3.97,3.82,3.86,3.78,3.82
30-Jun-25,4.18,4.28,4.47,4.8,5.1,4.28,4.26,4.96,4.51,4.52,4.97,5.02,..,6.98,3.85,10.82,6.67,24.67,37.11,2.37,2.28,1.69,1.68,4.04,3.8,3.95,3.82,3.84
31-May-25,4.07,4.18,4.49,4.82,5.1,4.27,4.19,4.95,4.53,4.61,5.06,5.08,..,7.08,3.99,10.91,6.81,24.65,38.02,2.41,2.33,1.93,1.91,4.01,3.82,3.98,3.81,3.75
30-Apr-25,4.23,4.42,4.63,4.96,5.29,4.34,4.29,5.04,4.59,4.76,5.21,5.11,..,7.19,4.11,11.16,6.89,24.65,38.02,2.46,2.36,1.93,1.91,4.15,4.02,4.06,3.93,3.88
31-Mar-25,4.31,4.54,4.73,5.09,5.44,4.38,4.32,5.12,4.6,4.77,5.27,5.28,6.21,7.24,4.29,11.13,6.75,24.65,38.01,2.45,2.36,1.83,1.81,4.07,3.97,4.05,3.97,3.9
28-Feb-25,4.45,4.65,4.86,5.26,5.64,4.49,4.38,5.26,4.6,4.79,5.26,5.35,6.36,7.35,4.33,11.15,6.76,24.65,38.03,2.57,2.47,2.04,2.03,3.99,3.8,4.07,3.94,3.92
31-Jan-25,4.48,4.63,4.9,5.35,5.69,4.5,4.37,5.25,4.57,4.93,5.34,5.38,6.34,7.48,4.43,11.25,6.71,24.65,38.03,2.62,2.51,1.85,1.84,4,3.73,4.04,3.85,3.91
31-Dec-24,4.47,4.6,4.88,5.37,5.7,4.48,4.37,5.24,4.58,5.02,5.3,5.32,6.35,7.47,4.28,11.36,6.73,24.65,37.99,2.59,2.5,1.84,1.83,4.07,3.67,4.04,3.8,3.87
30-Nov-24,4.39,4.53,4.87,5.41,5.69,4.44,4.29,5.24,4.61,5.13,5.41,5.46,6.53,7.56,4.31,11.37,6.73,24.65,38.03,2.67,2.61,2.11,2.1,4.08,3.86,4.02,3.65,3.87
31-Oct-24,4.19,4.4,4.75,5.3,5.61,4.28,4.06,5.14,4.65,5.32,5.72,5.47,6.6,7.68,4.24,10.55,6.62,24.58,38.03,2.65,2.59,2.58,2.56,4.21,3.85,4.14,3.83,3.86
30-Sep-24,4.37,4.58,4.86,5.4,5.76,4.43,4.09,5.23,4.8,5.45,5.88,5.55,6.51,7.7,4.35,10.9,6.58,24.58,38.03,2.66,2.6,2.52,2.5,4.43,4.07,4.3,4.01,3.93
31-Aug-24,4.55,4.8,5.07,5.54,5.9,4.62,4.33,5.33,4.85,5.5,6.03,5.72,6.54,7.86,4.39,12.09,6.57,24.58,38.03,2.73,2.66,2.9,2.88,4.62,4.24,4.51,4.21,3.98
31-Jul-24,4.8,4.99,5.21,5.61,5.97,4.78,4.49,5.43,4.86,5.7,6.2,5.72,6.76,8.07,4.45,12.09,6.59,24.57,37.86,2.79,2.7,2.8,2.78,4.59,4.21,4.47,4.23,4.12
30-Jun-24,5,5.16,5.3,5.65,6.07,4.86,4.64,5.47,4.87,5.76,6.21,5.76,6.93,8.03,4.61,11.94,6.58,24.57,35.4,2.78,2.7,2.86,2.84,4.54,4.13,4.46,4.23,4.12
31-May-24,5.01,5.19,5.32,5.66,6.04,4.88,4.66,5.48,4.87,5.77,6.21,5.76,6.93,8,4.54,11.7,6.57,24.57,35.38,2.76,2.7,2.92,2.91,4.56,4.16,4.48,4.22,4.1
